Date,Population (000s),New arrivals (immigrants) Nos.,Employed - full-time Persons ('000),Employed - Total Persons ('000),Unemployed - looking for full-time work Persons ('000),Unemployment (% ),NAB Business Conditions,NAB Business Confidence,Gross disposable household income (AUD bn),Avg. weekly Earnings; Persons; Full Time; Adult; Ordinary time earnings (AUD),Purchase of vehicles: Chain volume measures (AUD bn),Rent and other dwelling services: Chain volume measures (AUD bn),Recreation and culture: Chain volume measures (AUD bn),Food: Chain volume measures (AUD bn),Final Consumption Expenduture: Chain volume measures (AUD bn),Total Liabilities (including share capital) (AUD bn) ,Total Liabilities - Loans and placements (AUD bn),Interest Rates (%),New Motor Cars and station wagons Personal Finance (AUD bn),Used Motor Cars and station wagons (AUD bn),Aust. Passenger vehicles nos.,Aust. Sports utility vehicles nos. ,Average Age of Motor Vehicles (years),Oil Prices (USD / bbl),AUDUSD,AUDJPY,AUDEUR,Trade Weighted Index,Total New Vehicle Sales (000)
1/10/04,20008.46667,9700,6900.946403,9633.194138,346.5800637,5.2220568,14.96981047,13.42393994,48.82046939,950.8,1.166720439,11.79722992,5.290864305,5.603072775,55.13724069,877.6666667,822.3333333,5.25,0.328346,0.492812,52290,13907,10.16714888,51.76,0.7461,79.22,0.5857,62.5,81.152
1/11/04,20027.23333,9470,6928.166007,9667.486256,351.1687153,5.1441366,13.83290074,10.93447789,49.12901692,955.8,1.175954636,11.8286253,5.314852229,5.59849743,55.27921735,885.8333333,830.9666667,5.25,0.355455,0.53233,52888,15257,10.15797728,49.13,0.7775,80.14,0.5858,63.6,81.758
1/12/04,20046,10280,7059.501855,9703.579567,368.5053358,5.0976869,13.41407682,13.32755522,49.43951448,960.8,1.185261919,11.86010424,5.338948911,5.59392582,55.42155959,894,839.6,5.25,0.305093,0.479548,48673,14311,10.14880568,43.45,0.779,79.99,0.5717,63.2,82.231
1/01/05,20072.86667,10890,6974.672246,9739.575668,423.6225347,5.0831087,12.07956336,16.37617916,49.77705178,965.8,1.193590311,11.88999105,5.365484254,5.601421342,55.55357341,902.5333333,847.2666667,5.25,0.274057,0.439799,43075,13877,10.13943065,48.2,0.7744,80.17,0.5945,63.5,82.548
1/02/05,20099.73333,9780,7057.599228,9774.097972,421.4104849,5.080571,13.54845674,10.6569687,50.11689353,970.3333333,1.201977223,11.91995317,5.392151482,5.608926908,55.68590169,911.0666667,854.9333333,5.25,0.315325,0.47976,50640,15526,10.13005563,51.75,0.7905,82.79,0.5961,64.4,82.701
1/03/05,20126.6,11690,6990.944961,9806.880321,386.1677347,5.06424,8.071301095,5.82910131,50.45905548,974.8666667,1.210423067,11.9499908,5.41895125,5.61644253,55.81854517,919.6,862.6,5.5,0.320943,0.476051,53282,17454,10.1206806,55.4,0.7719,82.69,0.5973,63.8,82.74
1/04/05,20143.33333,10670,7025.591855,9837.598359,385.7148163,5.0293484,7.815852065,3.748595407,50.73204196,979.4,1.215855125,11.97860787,5.439878922,5.634655988,55.95820936,930.8666667,873.2,5.5,0.289659,0.46537,46651,13812,10.11130558,49.72,0.7811,82.33,0.6036,64.1,82.809
1/05/05,20160.06667,9940,7005.514055,9864.979746,370.9724088,4.9847507,13.24836461,7.061356015,51.00650531,984.7333333,1.22131156,12.00729348,5.460887417,5.65292851,56.098223,942.1333333,883.8,5.5,0.317616,0.485114,50463,15430,10.10193055,51.97,0.7557,81.81,0.6096,63.2,82.866
1/06/05,20176.8,9970,7047.176693,9887.870031,360.5836249,4.9478885,9.890396095,4.585559195,51.28245353,990.0666667,1.226792482,12.03604778,5.481977044,5.671260288,56.23858697,953.4,894.4,5.5,0.325848,0.485976,60781,18317,10.09255553,56.5,0.7637,84.14,0.6315,64.5,82.853
1/07/05,20199.43333,9970,7104.006952,9906.703904,335.2109798,4.9275168,7.896619278,3.866883005,51.51253794,995.4,1.227876621,12.06613441,5.497120496,5.686597593,56.38337524,959.2,902.7333333,5.5,0.291725,0.449761,49016,13822,10.0831805,60.57,0.7595,85.19,0.6262,64.3,82.835
1/08/05,20222.06667,11500,7022.974518,9921.49713,342.5722871,4.9300651,9.979184092,4.732561877,51.74365465,999.5333333,1.228961717,12.09629626,5.512305781,5.701976376,56.52853628,965,911.0666667,5.5,0.321289,0.530863,53648,15173,10.07380548,68.94,0.7471,83.17,0.6121,63.3,82.796
1/09/05,20244.7,11140,7180.719115,9931.79573,370.4362467,4.9586923,10.55268285,5.492893017,51.97580829,1003.666667,1.230047773,12.1265335,5.527533013,5.71739675,56.67407104,970.8,919.4,5.5,0.305242,0.483357,52118,15080,10.06443045,66.24,0.7615,86.05,0.6326,64.7,82.591
1/10/05,20266.96667,11050,7048.590035,9939.13944,351.165057,5.0047368,4.708758861,4.326048707,52.1349127,1007.8,1.224659067,12.15704586,5.54685641,5.725819966,56.81878741,980.2333333,928.9333333,5.5,0.282859,0.429333,48434,12503,10.05505543,59.76,0.7487,86.62,0.6214,63.9,82.177
1/11/05,20289.23333,10800,7109.17314,9945.922121,348.7715001,5.0408671,10.21693622,7.844042542,52.29450414,1009.433333,1.219293969,12.18763499,5.566247359,5.734255592,56.96387332,989.6666667,938.4666667,5.5,0.313545,0.44369,52751,14252,10.0456804,57.32,0.7389,88.33,0.6274,63.7,81.645
1/12/05,20311.5,11360,7220.973126,9955.153798,368.2108878,5.045357,11.03045866,7.045466381,52.45458412,1011.066667,1.213952375,12.21830109,5.585706095,5.742703645,57.1093297,999.1,948,5.5,0.293405,0.393812,47945,15046,10.03630538,61.04,0.7337,85.98,0.6175,62.7,81.133
1/01/06,20340.36667,11370,7132.969712,9969.75868,431.9557406,5.0139643,8.886126658,12.45549426,52.68743569,1012.7,1.209118986,12.24824478,5.605610911,5.743778584,57.2662089,1007.633333,954.8,5.5,0.296018,0.420695,43761,13251,10.02723549,67.92,0.751,88.33,0.6208,63.4,80.671
1/02/06,20369.23333,10960,7184.043254,9990.721875,430.033776,4.95352,9.503829207,11.57984911,52.92132093,1015.833333,1.204304841,12.27826187,5.625586658,5.744853723,57.42351905,1016.166667,961.6,5.5,0.28961,0.42151,48483,13506,10.0181656,61.41,0.7382,85.91,0.6225,62.6,80.261
1/03/06,20398.1,11010,7115.24547,10017.14558,371.907965,4.8790204,19.8712479,14.93104767,53.1562444,1018.966667,1.199509864,12.30835251,5.645633589,5.745929064,57.58126134,1024.7,968.4,5.5,0.306157,0.458778,53188,15896,10.00909571,66.63,0.7159,84.05,0.5889,60.8,79.879
1/04/06,20415.73333,11100,7122.496743,10048.32525,357.0525204,4.8048447,13.07585083,12.96021211,53.55281296,1022.1,1.194920843,12.33805199,5.671862098,5.751054958,57.77983905,1040.2,981.7666667,5.5,0.225669,0.348867,42307,11901,10.00002582,71.88,0.7542,86.16,0.602,62.8,79.533
1/05/06,20433.36667,10600,7157.787193,10082.761,360.5668793,4.7411771,10.91394368,8.445529043,53.95234009,1023.866667,1.190349379,12.36782313,5.698212459,5.756185424,57.97910158,1055.7,995.1333333,5.75,0.312257,0.439472,50683,14816,9.990955933,71.29,0.7636,85.53,0.5932,63.2,79.363
1/06/06,20451,10740,7169.553744,10116.59793,354.4083788,4.6946221,14.36210472,7.731187469,54.35484787,1025.633333,1.185795403,12.39766611,5.724685239,5.761320467,58.1790513,1071.2,1008.5,5.75,0.327128,0.430645,57026,18079,9.981886043,73.93,0.7433,85.11,0.5841,62.2,79.535
1/07/06,20481.43333,10300,7268.184159,10147.54669,326.0218783,4.6651652,12.29054365,8.614180316,54.81251628,1027.4,1.195509425,12.42765442,5.750756192,5.776578375,58.43295667,1079.566667,1018.3,5.75,0.284973,0.403234,48798,13279,9.972816154,74.4,0.7658,87.54,0.6,63.9,79.896
1/08/06,20511.86667,12160,7196.822396,10174.82768,334.6675298,4.6467958,10.19131315,4.582119649,55.27403826,1030.2,1.205303024,12.45771527,5.776945875,5.791876691,58.68797013,1087.933333,1028.1,6,0.313507,0.445961,52030,13539,9.963746265,70.26,0.7627,89.5,0.5947,63.7,80.35
1/09/06,20542.3,11700,7409.72492,10198.45152,347.7267326,4.6312989,14.03564431,7.183655535,55.73944626,1033,1.215176851,12.48784884,5.803254829,5.807215522,58.94409653,1096.3,1037.9,6,0.298311,0.414943,51388,13208,9.954676376,62.91,0.748,88.17,0.5891,62.6,80.882
1/10/06,20570.7,11470,7250.955791,10218.78101,321.1436627,4.613002,14.70347037,5.930220039,56.25865812,1035.8,1.232894758,12.51838218,5.827364084,5.830844343,59.23823526,1105.5,1046.966667,6,0.306127,0.444138,50532,13921,9.945606486,58.73,0.7692,90.39,0.6051,64,81.59
1/11/06,20599.1,11460,7307.130445,10237.39679,325.5845777,4.5900837,14.70119862,7.110953092,56.78270643,1038.866667,1.250871,12.54899017,5.851573498,5.854569307,59.53384178,1114.7,1056.033333,6.25,0.323614,0.435377,51850,15193,9.936536597,63.13,0.785,91.2,0.596,64.5,82.518
1/12/06,20627.5,11010,7465.691173,10257.5399,345.5306283,4.5526324,9.514504488,5.682167198,57.31163623,1041.933333,1.269109345,12.579673,5.875883489,5.878390804,59.83092342,1123.9,1065.1,6.25,0.283274,0.368688,48348,14258,9.927466708,61.05,0.7913,94.13,0.6012,64.9,83.591
1/01/07,20665.93333,11780,7345.57452,10281.42521,399.630056,4.4933767,17.42967791,10.21721032,57.81354813,1045,1.284903066,12.60979293,5.90384424,5.900597568,60.12913763,1132.733333,1072.5,6.25,0.319405,0.439741,49189,14303,9.917989971,58.14,0.772,93.84,0.5957,63.8,84.653
1/02/07,20704.36667,11040,7429.23737,10309.08263,388.8438389,4.4171625,18.17452517,11.75016707,58.31985558,1049.066667,1.300893335,12.63998498,5.931938045,5.922888222,60.42883822,1141.566667,1079.9,6.25,0.319558,0.428688,52628,14912,9.908513235,61.79,0.788,93.35,0.5959,64.6,85.583
1/03/07,20742.8,12940,7393.400866,10338.52318,345.0720364,4.334918,18.39408535,10.00183623,58.83059706,1053.133333,1.317082599,12.67024933,5.960165535,5.945263084,60.7300326,1150.4,1087.3,6.25,0.348945,0.466746,57757,17589,9.899036498,65.87,0.807,94.94,0.6049,65.9,86.216
1/04/07,20771.06667,11180,7379.284157,10368.71045,330.9886755,4.2556574,16.91202049,13.18431434,59.30012877,1057.2,1.32912521,12.69875099,5.988821929,5.969036595,61.02539472,1170.966667,1104.5,6.25,0.278103,0.382238,45109,14274,9.889559762,65.71,0.8268,98.84,0.6064,67,86.537
1/05/07,20799.33333,11440,7452.205079,10397.75874,324.0918659,4.1849127,17.17903062,12.38213084,59.77340785,1064.333333,1.341277932,12.72731677,6.017616104,5.99290517,61.32219334,1191.533333,1121.7,6.25,0.372355,0.484471,52727,16912,9.880083025,64.01,0.8244,100.21,0.6137,67,86.636
1/06/07,20827.6,13670,7424.836455,10425.70538,325.0071896,4.1273063,15.96848336,13.53941493,60.25046421,1071.466667,1.353541771,12.75594681,6.04654872,6.016869189,61.62043544,1212.1,1138.9,6.25,0.357192,0.455992,63768,18966,9.870606289,70.68,0.8487,104.7,0.6311,68.9,86.743
1/07/07,20859.8,10000,7506.061498,10451.49197,297.6628989,4.0924903,20.09176907,10.58722892,60.78325106,1078.6,1.360392816,12.78311651,6.084388716,6.032346944,61.89357787,1216.9,1145.666667,6.25,0.337645,0.473803,53589,15396,9.861129552,78.21,0.8572,101.87,0.6258,68.8,87.065
1/08/07,20892,12820,7437.695031,10475.30756,295.3611641,4.0792149,18.26557838,7.658612509,61.32074928,1083,1.367278539,12.81034407,6.122465519,6.047864513,62.16793105,1221.7,1152.433333,6.5,0.338664,0.495407,52748,17440,9.851652816,74.04,0.8214,95.42,0.601,66.2,87.72
1/09/07,20924.2,11390,7602.71053,10499.46643,305.1446407,4.0712244,14.77970389,7.169574232,61.86300052,1087.4,1.374199113,12.83762963,6.160780612,6.063422,62.44350033,1226.5,1159.2,6.5,0.297944,0.439548,50197,15874,9.842176079,81.66,0.8827,101.64,0.6232,70,88.539
1/10/07,20954.83333,10840,7537.883394,10525.05141,296.6008438,4.0500406,18.49175464,8.392423736,62.34367237,1091.8,1.379895651,12.86486448,6.190074522,6.074317492,62.63950863,1236.866667,1170.133333,6.5,0.35217,0.495165,53336,17748,9.832699343,94.53,0.9216,105.74,0.6384,72.2,89.319
1/11/07,20985.46667,12510,7574.260025,10553.6039,307.2758275,4.0177289,15.48169438,6.105521161,62.82807902,1094.333333,1.385615803,12.89215711,6.219507722,6.085232563,62.8361322,1247.233333,1181.066667,6.75,0.353004,0.479662,54195,17702,9.823222606,88.71,0.8865,97.83,0.6014,68.9,89.979
1/12/07,21016.1,12040,7710.074793,10584.10907,321.121354,3.9833782,12.70060005,5.113514667,63.31624947,1096.866667,1.391359667,12.91950764,6.249080874,6.096167248,63.03337296,1257.6,1192,6.75,0.327718,0.414714,51722,17114,9.813745869,95.98,0.8816,98.77,0.598,68.7,90.462
1/01/08,21060.36667,12960,7618.138794,10614.64051,342.2435849,3.9543799,15.2905252,0.694288292,63.64482004,1099.4,1.382325099,12.94646029,6.243642881,6.102573727,63.09114984,1267.3,1199.6,6.75,0.35899,0.467225,49295,17646,9.807218776,91.75,0.8884,94.61,0.5987,68.3,90.677
1/02/08,21104.63333,13420,7684.751621,10643.3788,332.9064711,3.937437,13.71506953,-1.788137784,63.97509568,1103.533333,1.373349195,12.97346917,6.23820962,6.108986939,63.14897968,1277,1207.2,7,0.370091,0.471156,53030,18277,9.800691682,101.84,0.9466,99.27,0.6237,71.8,90.591
1/03/08,21148.9,14660,7596.176406,10669.6795,321.9887078,3.9371055,9.156570513,-4.133543754,64.30708524,1107.666667,1.364431575,13.0005344,6.232781088,6.115406891,63.20686253,1286.7,1214.8,7.25,0.330446,0.427878,53122,18425,9.794164589,101.58,0.918,91.58,0.5813,68.9,90.098
1/04/08,21182.33333,12500,7599.319161,10693.01097,338.7583487,3.9532269,7.191269583,-6.080610019,64.58590269,1111.8,1.335478675,13.02772841,6.217830239,6.119467656,63.11695605,1299.2,1226.1,7.25,0.334795,0.450218,47639,16654,9.787637495,113.46,0.9337,96.96,0.5991,70.7,89.154
1/05/08,21215.76667,13180,7613.620584,10714.26257,317.5170414,3.9770691,7.854347324,-4.982333671,64.865929,1115,1.307140147,13.0549793,6.202915253,6.123531117,63.02717746,1311.7,1237.4,7.25,0.334521,0.4514,51416,17279,9.781110402,127.35,0.9559,100.73,0.616,72.8,87.86
1/06/08,21249.2,13050,7631.906359,10734.41694,314.9560974,3.9972523,1.039115801,-8.797512009,65.14716944,1118.2,1.279402957,13.0822872,6.188036045,6.127597276,62.93752657,1324.2,1248.7,7.25,0.350646,0.426386,61524,21388,9.774583308,140,0.9626,101.93,0.6096,73.4,86.18
1/07/08,21288.13333,11460,7768.287956,10752.58817,302.7721657,4.0087688,-4.576550789,-10.05311636,65.52462485,1121.4,1.250782118,13.10993711,6.176998498,6.140352338,62.83524811,1331.5,1254.166667,7.25,0.322058,0.448103,51068,14842,9.768056215,124.08,0.9434,101.87,0.6051,72.2,84.164
1/08/08,21327.06667,15460,7684.626732,10767.46899,299.7695337,4.0219588,-4.006587933,-11.0155832,65.90426719,1128.633333,1.222801541,13.13764546,6.16598064,6.153133951,62.73313587,1338.8,1259.633333,7.25,0.288375,0.421942,46114,14233,9.761529121,115.46,0.8639,94.18,0.5857,67.7,82.017
1/09/08,21366,13920,7830.671279,10778.41341,322.469743,4.0704105,-3.083021673,-8.248084558,66.28610913,1135.866667,1.195446902,13.16541236,6.154982433,6.16594217,62.63118957,1346.1,1265.1,7,0.312523,0.44995,48865,14200,9.755002028,100.64,0.7996,83.41,0.5565,63.4,79.974
1/10/08,21402.53333,13700,7677.172343,10784.83466,317.4204253,4.1905724,-12.23325433,-29.54005953,66.62440229,1143.1,1.17853849,13.19451515,6.163271279,6.190971026,62.635587,1349.2,1268.766667,6,0.314264,0.441182,45978,14357,9.748474934,67.81,0.668,65.26,0.5223,54.7,78.182
1/11/08,21439.06667,14010,7717.210479,10787.53552,330.1372197,4.384272,-15.99813492,-30.2650336,66.96442194,1148.4,1.161869231,13.22368227,6.171571287,6.216101479,62.63998474,1352.3,1272.433333,6,0.254676,0.366984,43019,12736,9.741947841,54.43,0.6572,62.58,0.5091,54.6,76.548
1/12/08,21475.6,13200,7790.372783,10788.43074,353.3788751,4.6363756,-10.31338142,-20.71005194,67.30617689,1153.7,1.145435743,13.25291387,6.179882472,6.241333942,62.64438279,1355.4,1276.1,4.25,0.306969,0.391779,45696,14422,9.735420747,44.6,0.6928,62.57,0.4919,55.6,75.064
1/01/09,21517.63333,14210,7728.344485,10788.61667,437.2167084,4.938912,-8.217979877,-26.13302843,67.56392996,1159,1.13935678,13.28399221,6.193223018,6.261723207,62.72611823,1359.7,1281.633333,4.25,0.278478,0.38549,41309,13435,9.740285378,41.68,0.6438,57.53,0.4995,53.2,73.848
1/02/09,21559.66667,13960,7709.978259,10787.86613,495.3279421,5.2618417,-16.56467148,-21.91940894,67.82267011,1164.066667,1.13331008,13.31514343,6.206592361,6.282179081,62.80796031,1364,1287.166667,4.25,0.275561,0.371415,42463,13699,9.74515001,44.76,0.6454,62.99,0.5069,54.8,73.039
1/03/09,21601.7,13660,7590.843707,10785.94209,479.8715919,5.5625872,-15.92035546,-13.54329554,68.08240112,1169.133333,1.127295469,13.3463677,6.219990565,6.30270178,62.88990918,1368.3,1292.7,3.25,0.284006,0.396384,43484,15022,9.750014641,49.66,0.6873,67.48,0.519,57.4,72.744
1/04/09,21631.7,12050,7629.304701,10782.66426,458.1527314,5.8091201,-11.34393021,-12.60271667,68.55649602,1174.2,1.131287839,13.37877913,6.223938418,6.3254123,63.02908531,1379.8,1302.566667,3,0.243169,0.349982,36697,13092,9.754879272,51.12,0.7265,70.72,0.546,59.7,72.971
1/05/09,21661.7,11440,7602.803502,10779.52242,498.4852361,5.9797833,-13.09507323,-2.505334475,69.03389229,1179.366667,1.135294348,13.41126927,6.227888777,6.348204653,63.16856944,1391.3,1312.433333,3,0.245942,0.355012,42245,15562,9.759743903,66.31,0.7912,76.38,0.5648,63.3,73.629
1/06/09,21691.7,10960,7558.251544,10778.26207,503.0405658,6.0729626,-3.319853367,5.062274758,69.51461293,1184.533333,1.139315047,13.44383832,6.231841643,6.371079133,63.30836226,1402.8,1322.3,3,0.280434,0.366355,55837,20459,9.764608535,69.89,0.8114,77.76,0.5751,64.7,74.666
1/07/09,21723.83333,11170,7615.68772,10781.25939,453.8507389,6.1025482,1.1035507,9.277552962,69.72106426,1189.7,1.145949427,13.47683281,6.229677153,6.376323231,63.44016897,1412.733333,1331.166667,3,0.266741,0.368708,46099,14752,9.769473166,69.45,0.8281,78.95,0.5862,65.7,76.026
1/08/09,21755.96667,13260,7497.187268,10790.65419,453.688926,6.0810384,3.791697185,14.57267942,69.92812873,1194.066667,1.15262244,13.50990829,6.227513416,6.381571646,63.57225011,1422.666667,1340.033333,3,0.251502,0.361663,44918,13972,9.774337797,69.96,0.8393,77.88,0.5877,66.3,77.501
1/09/09,21788.1,12550,7689.108916,10807.19518,479.3976647,6.0164932,2.520883937,14.62659562,70.13580815,1198.433333,1.15933431,13.54306494,6.22535043,6.38682438,63.70460623,1432.6,1348.9,3,0.263408,0.368565,47284,14443,9.779202428,70.61,0.8801,78.82,0.6015,68.2,79.05
1/10/09,21813.93333,11600,7556.088999,10829.5791,456.0851692,5.9140565,10.94297701,16.33556533,70.66556498,1202.8,1.183365277,13.57596139,6.240310767,6.383492656,63.84662742,1442.133333,1358.233333,3,0.267211,0.367176,46544,15741,9.784067059,77,0.9161,83.49,0.6169,70.7,80.638
1/11/09,21839.76667,11610,7624.634543,10855.59484,445.8847913,5.8019716,8.931709245,19.39294587,71.19932323,1211.166667,1.207894364,13.60893774,6.255307056,6.380162669,63.98896524,1451.666667,1367.566667,3.5,0.263895,0.350274,47059,18360,9.788931691,77.28,0.9178,79.24,0.6092,69.9,82.251
1/12/09,21865.6,11940,7738.955374,10880.34484,448.1163732,5.7077486,9.084417045,8.572519151,71.7371131,1219.533333,1.232931896,13.64199419,6.270339383,6.376834419,64.13162037,1461.2,1376.9,3.75,0.28953,0.365925,46623,19616,9.793796322,79.36,0.8969,82.82,0.6241,69.7,83.772
1/01/10,21898.43333,11470,7630.239738,10901.34046,489.3927292,5.6264821,7.157257417,17.18088643,72.06588441,1227.9,1.256221852,13.67524083,6.301330846,6.383683561,64.31397977,1469.433333,1385.5,3.75,0.263814,0.348597,43580,16900,9.797033564,72.89,0.8909,80.12,0.6395,69.2,85.089
1/02/10,21931.26667,12320,7666.220844,10917.89151,498.5473434,5.5632253,8.108413348,16.6130354,72.39616248,1232.733333,1.279951753,13.70856849,6.332475485,6.39054006,64.4968577,1477.666667,1394.1,3.75,0.304263,0.381869,47829,18073,9.800270806,79.66,0.8899,79.42,0.6551,69.5,86.139
1/03/10,21964.1,12890,7607.138817,10931.27345,464.5629253,5.5190444,10.74138991,14.17704823,72.72795422,1237.566667,1.30412991,13.74197738,6.363774058,6.397403923,64.68025566,1485.9,1402.7,4,0.352902,0.44536,53717,21643,9.803508048,83.76,0.9159,85.55,0.6827,71.7,86.838
1/04/10,21986.66667,10780,7642.882255,10945.55258,460.0762358,5.4703737,7.353537806,12.30033692,73.05714949,1242.4,1.309713579,13.7753397,6.414016773,6.419478297,64.91290452,1496.933333,1412.5,4.25,0.303888,0.37578,47156,18067,9.80674529,86.15,0.93,87.49,0.7023,72.5,87.164
1/05/10,22009.23333,10540,7685.523719,10963.35085,443.3807954,5.4021687,8.057785216,6.2521674,73.38783483,1245.6,1.315321154,13.80878301,6.464656159,6.441628839,65.1463902,1507.966667,1422.3,4.5,0.331971,0.389976,50450,20065,9.809982532,73.97,0.849,77.71,0.6901,67.5,87.064
1/06/10,22031.8,10480,7673.618719,10987.16051,419.7896349,5.3186022,5.881635425,7.065330857,73.72001699,1248.8,1.320952739,13.84230752,6.515695349,6.463855812,65.38071571,1519,1432.1,4.5,0.382338,0.433063,60820,24597,9.813219774,75.63,0.8523,75.46,0.6979,67.3,86.576
1/07/10,22056,9710,7732.378867,11017.41689,412.0670771,5.2269668,6.030597011,2.761832302,74.16108017,1252,1.317792243,13.87501705,6.554113959,6.48752514,65.60218766,1526.233333,1438.066667,4.5,0.347716,0.429545,47591,19032,9.816457016,78.95,0.8986,77.67,0.6878,69.4,85.887
1/08/10,22080.2,11570,7699.911728,11051.90779,386.855605,5.1455718,4.659778208,8.018083314,74.60478222,1253.833333,1.314639309,13.90780387,6.592759098,6.51128114,65.82440984,1533.466667,1444.033333,4.5,0.370135,0.477785,46504,18515,9.819694258,71.92,0.8918,75.06,0.7053,69,85.232
1/09/10,22104.4,10830,7928.194398,11086.10029,398.4178391,5.0888917,5.715460415,11.45717755,75.05113891,1255.666667,1.311493919,13.94066817,6.6316321,6.53512413,66.04738477,1540.7,1450,4.5,0.392923,0.4761,48763,19684,9.8229315,79.97,0.9667,80.58,0.7121,72.9,84.761
1/10/10,22127.1,9370,7765.264798,11117.82839,412.0189035,5.0496824,2.024268095,8.509930313,75.4817535,1257.5,1.297405328,13.97170834,6.66744295,6.546328234,66.25674295,1548.233333,1458.833333,4.5,0.339039,0.44092,45268,19348,9.826168742,81.43,0.9761,78.67,0.7029,72.7,84.572
1/11/10,22149.8,9430,7877.137175,11145.55661,396.474602,5.0172889,3.269642611,5.723203333,75.91483879,1263.766667,1.283468082,14.00281763,6.703447178,6.557551547,66.46676476,1555.766667,1467.666667,4.75,0.407742,0.488568,49405,20806,9.829405984,84.11,0.9618,80.88,0.7348,73,84.628
1/12/10,22172.5,10020,7980.672735,11167.19021,396.7342978,4.9880167,2.733721567,-2.752707786,76.35040895,1270.033333,1.269680556,14.03399618,6.739645829,6.568794101,66.67745231,1563.3,1476.5,4.75,0.382166,0.454026,51039,18555,9.832643226,91.38,1.0163,82.83,0.7647,75.8,84.765
1/01/11,22204.6,10510,7839.307252,11181.72644,458.3826044,4.9658007,-1.850185012,6.298249389,76.8270512,1276.3,1.262165593,14.06309933,6.773454467,6.568651013,66.8341465,1572.566667,1485.4,4.75,0.348508,0.424017,43539,17032,9.832218842,92.19,0.9924,81.43,0.7294,74,84.817
1/02/11,22236.7,10520,7938.381432,11189.18644,454.8356766,4.9484392,-1.130354936,9.890059031,77.30666903,1280.766667,1.254695109,14.09226283,6.807432701,6.568507927,66.99120893,1581.833333,1494.3,4.75,0.385431,0.463763,45455,18916,9.831794458,96.97,1.0163,83,0.7388,75.5,84.699
1/03/11,22268.8,11610,7902.31264,11191.66557,421.6446384,4.9411768,7.430612911,6.575414176,77.78928104,1285.233333,1.247268841,14.1214868,6.841581383,6.568364845,67.14864046,1591.1,1503.2,4.75,0.407075,0.492562,50228,23066,9.831370074,106.72,1.0334,85.6,0.7309,76.3,84.542
1/04/11,22292.53333,11210,7848.757158,11192.36829,416.3475621,4.9608154,3.779068034,6.039474781,78.22352244,1289.7,1.250777708,14.14901556,6.868473263,6.57916931,67.26103081,1602.8,1512.666667,4.75,0.33311,0.409598,41565,17054,9.83094569,113.93,1.09,88.91,0.7344,78.9,84.464
1/05/11,22316.26667,10990,7830.789454,11194.80974,423.770992,5.0093986,0.91567526,7.178649209,78.66018789,1295.333333,1.254296445,14.17659799,6.895470846,6.589991547,67.37360927,1614.5,1522.133333,4.75,0.358046,0.450726,42577,17121,9.830521306,102.7,1.0709,87.15,0.7447,77.8,84.55
1/06/11,22340,11700,7869.827023,11201.55077,405.9567284,5.0771029,2.156655698,2.233020226,79.09929094,1300.966667,1.257825082,14.20423418,6.922574547,6.600831587,67.48637616,1626.2,1531.6,4.75,0.414025,0.45255,54322,21518,9.830096923,95.42,1.0739,86.33,0.7405,77.8,84.932
1/07/11,22370.66667,11450,7906.875589,11211.41282,399.3750764,5.1557404,-0.032629512,1.349789141,79.45226114,1306.6,1.264548394,14.23171842,6.934435669,6.627594925,67.5950758,1631.533333,1537.466667,4.75,0.354639,0.418315,45701,19383,9.829672539,95.7,1.0954,84.92,0.7663,78.4,85.486
1/08/11,22401.33333,12880,7809.263775,11223.38541,422.2755487,5.2255429,-2.290704698,-7.327162358,79.80680642,1312.3,1.271307643,14.25925583,6.946317114,6.654466776,67.70395053,1636.866667,1543.333333,4.75,0.419248,0.496743,48423,22111,9.829248155,88.81,1.0691,81.85,0.7408,76.5,86.04
1/09/11,22432,12720,8013.902215,11234.56673,433.0958678,5.2702043,2.300561457,-0.999923889,80.16293381,1318,1.278103022,14.28684653,6.958218917,6.681447581,67.81300061,1642.2,1549.2,4.75,0.386301,0.479276,47700,20778,9.828823771,79.2,0.9781,74.88,0.7213,72.4,86.402
1/10/11,22461.43333,12350,7890.59074,11244.02188,434.1748107,5.2915614,0.31160442,2.778025944,80.52454511,1323.7,1.297691096,14.31452524,6.965220821,6.717662183,67.9656079,1646.9,1555.266667,4.75,0.440543,0.409833,47536,20400,9.828399387,93.19,1.0509,83.23,0.7511,76.9,86.564
1/11/11,22490.86667,12890,7906.906912,11251.68111,418.3658369,5.2911044,1.407774905,3.476794247,80.88778763,1326.166667,1.317579375,14.34225757,6.972229771,6.754073076,68.11855861,1651.6,1561.333333,4.5,0.520643,0.442505,46712,24182,9.827975003,100.36,1.0021,78.05,0.7516,74.6,86.621
1/12/11,22520.3,13900,8040.695239,11261.40897,425.9452204,5.2691843,0.432167882,2.299534732,81.25266871,1328.633333,1.33777246,14.37004364,6.979245774,6.790681321,68.27185353,1656.3,1567.4,4.25,0.513218,0.396914,45764,22367,9.82755062,98.83,1.0156,78.73,0.7847,75.8,86.89
1/01/12,22559.23333,14210,7921.632136,11275.10527,472.6319653,5.2316458,0.582669862,3.074519177,81.52157415,1331.1,1.361824496,14.39776726,6.996425919,6.812926329,68.44298695,1662.866667,1573.9,4.25,0.452275,0.419063,42555,22123,9.827126236,98.48,1.0637,81.03,0.8063,77.9,87.569
