Date,Population (000s),New arrivals (immigrants) Nos.,Employed - full-time Persons ('000),Employed - Total Persons ('000),Unemployed - looking for full-time work Persons ('000),Unemployment (% ),NAB Business Conditions,NAB Business Confidence,Gross disposable household income (AUD bn),Avg. weekly Earnings; Persons; Full Time; Adult; Ordinary time earnings (AUD),Purchase of vehicles: Chain volume measures (AUD bn),Rent and other dwelling services: Chain volume measures (AUD bn),Recreation and culture: Chain volume measures (AUD bn),Food: Chain volume measures (AUD bn),Final Consumption Expenduture: Chain volume measures (AUD bn),Total Liabilities (including share capital) (AUD bn) ,Total Liabilities - Loans and placements (AUD bn),Interest Rates (%),New Motor Cars and station wagons Personal Finance (AUD bn),Used Motor Cars and station wagons (AUD bn),Aust. Passenger vehicles nos.,Aust. Sports utility vehicles nos. ,Average Age of Motor Vehicles (years),Oil Prices (USD / bbl),AUDUSD,AUDJPY,AUDEUR,Trade Weighted Index,Total New Vehicle Sales (000)
1/02/12,22598.16667,14440,7986.862899,11291.87856,492.55714,5.1907574,1.665404209,0.737844251,81.79136954,1336.166667,1.386308969,14.42554437,7.013648355,6.835244208,68.61454935,1669.433333,1580.4,4.25,0.448304,0.434098,46019,23448,9.826701852,107.07,1.0816,86.92,0.8021,79.2,88.572
1/03/12,22637.1,14670,7936.753158,11309.47387,455.592932,5.1540638,3.212653643,2.43067197,82.0620578,1341.233333,1.411233652,14.45337507,7.030913185,6.857635196,68.78654179,1676,1586.9,4.25,0.468624,0.444134,51161,27363,9.826277468,103.02,1.0402,85.34,0.7788,76.9,89.614
1/04/12,22667.5,13330,7911.044657,11325.26043,421.836659,5.1388044,-0.524089284,4.620231468,82.2490782,1346.3,1.436728029,14.48163657,7.043259716,6.864434524,68.93125063,1685.533333,1594.733333,4.25,0.426095,0.384635,40496,21841,9.825853084,104.87,1.0453,83.77,0.7889,77,90.587
1/05/12,22697.9,12650,7983.687566,11337.23802,429.6872844,5.1644515,-4.353054323,-1.61745306,82.43652481,1347.266667,1.46268297,14.50995334,7.055627928,6.871240593,69.0762639,1695.066667,1602.566667,3.75,0.540792,0.458185,48448,26863,9.8254287,86.53,0.9727,76.63,0.7849,73.6,91.53
1/06/12,22728.3,13460,7923.972951,11345.69086,422.528159,5.2283241,-0.747760601,-2.424912238,82.62439862,1348.233333,1.489106795,14.53832548,7.068017859,6.87805341,69.22158224,1704.6,1610.4,3.5,0.601001,0.438804,57439,31617,9.825004317,84.96,1.0191,80.89,0.8092,76.5,92.457
1/07/12,22761.46667,11740,7987.704855,11352.19929,425.3152304,5.3178265,-3.145303251,3.17016212,82.8502876,1349.2,1.509048154,14.56672307,7.064106618,6.88932761,69.30339491,1708.666667,1615.066667,3.5,0.501423,0.451153,43354,23845,9.824579933,88.06,1.0526,82.36,0.8578,78.9,93.445
1/08/12,22794.63333,13220,7895.234809,11359.20071,442.3852091,5.4101807,1.414728484,-3.081382148,83.07679415,1355.885714,1.529256559,14.59517614,7.060197542,6.90062029,69.38530428,1712.733333,1619.733333,3.5,0.556046,0.496961,46612,26216,9.824155549,96.47,1.0301,80.82,0.8239,77,94.495
1/09/12,22827.8,12480,8134.732156,11369.23709,474.0659373,5.4739466,-3.552020886,-0.241625508,83.30391995,1362.571429,1.549735583,14.62368478,7.056290628,6.911931481,69.46731045,1716.8,1624.4,3.5,0.490416,0.4349,49210,25079,9.823731165,92.19,1.0464,81.05,0.8093,76.9,95.417
1/10/12,22858.8,11940,8005.818014,11383.0052,452.7920838,5.4972202,-5.792738047,-1.393459455,83.55395955,1369.257143,1.551851686,14.65220038,7.035998174,6.937307428,69.51796567,1723.6,1629.833333,3.25,0.593056,0.471444,49291,25737,9.823306781,86.24,1.0378,82.66,0.8008,76.5,96.074
1/11/12,22889.8,11560,8040.165555,11398.68915,434.2770479,5.4983892,-5.975956602,-8.310262958,83.80474964,1375.942857,1.553970677,14.68077158,7.015764076,6.962776539,69.56865783,1730.4,1635.266667,3.25,0.633384,0.455815,51652,26145,9.822882397,88.91,1.0431,85.98,0.8025,77.2,96.284
1/12/12,22920.8,12940,8130.176437,11414.55366,459.3106434,5.5081115,-5.993849766,2.546461521,84.05629249,1382.628571,1.556092563,14.7093985,6.995588168,6.988339155,69.61938695,1737.2,1640.7,3,0.608087,0.386272,50618,25548,9.822458014,91.82,1.0384,89.46,0.7868,77.1,96.012
1/01/13,22958.5,12390,7998.306701,11428.53722,508.1686573,5.5533516,-3.177433393,3.025036171,84.37964977,1396,1.552682941,14.73793973,6.977317556,7.026252233,69.71243934,1744.1,1647.366667,3,0.55931,0.439865,41957,26623,9.82207221,97.49,1.0394,94.4,0.766,77.7,95.507
1/02/13,22996.2,12680,8042.569973,11440.42602,521.3363449,5.6408147,-4.524042078,0.788458188,84.70425098,1399.557143,1.549280789,14.76653634,6.959094663,7.064370997,69.8056161,1751,1654.033333,3,0.512668,0.427761,43338,26834,9.821686407,92.05,1.0275,94.8,0.7818,77.4,95.081
1/03/13,23033.9,14090,7962.061204,11449.21967,515.2820792,5.7525701,-7.802606751,2.096141809,85.0301009,1403.114286,1.545886093,14.79518844,6.940919362,7.102696562,69.89891741,1757.9,1660.7,3,0.521284,0.415537,48664,29148,9.821300603,97.23,1.0426,98.08,0.8155,79.1,94.868
1/04/13,23064.56667,12640,7991.446824,11454.89556,495.6994958,5.8547132,-6.659349829,-1.220541745,85.37379033,1406.671429,1.54391551,14.82270335,6.936878692,7.127055198,70.01199886,1767.733333,1668.833333,3,0.507942,0.405595,42844,24384,9.8209148,93.46,1.0368,101.39,0.7908,78.4,94.8
1/05/13,23095.23333,13150,8003.689147,11458.02589,503.2508895,5.9263887,-4.814220752,-0.455701173,85.71886893,1410.228571,1.54194744,14.85026942,6.932840375,7.151497371,70.12526325,1777.566667,1676.966667,2.75,0.579868,0.45242,46774,29152,9.820528996,91.97,0.9649,97.34,0.7403,74,94.715
1/06/13,23125.9,13580,7967.900246,11460.95753,505.4555789,5.9651837,-8.033347241,-0.072637697,86.06534234,1413.785714,1.539981878,14.87788676,6.928804408,7.176023369,70.23871088,1787.4,1685.1,2.75,0.585658,0.39287,57636,34398,9.820143193,96.56,0.9275,91.64,0.7095,71.4,94.589
1/07/13,23159.4,11770,8018.453979,11464.34425,483.2179733,5.9767704,-7.408446866,-5.160029539,86.34987713,1420.9,1.542139702,14.90538677,6.937024641,7.185804146,70.38498375,1793.133333,1692.366667,2.75,0.617199,0.446625,46318,25568,9.819757389,105.03,0.9037,88.48,0.6817,69.4,94.492
1/08/13,23192.9,13490,7920.10041,11466.7132,488.2225397,5.9837859,-7.375609608,4.053654531,86.63535261,1423.2,1.544300549,14.93293762,6.945254626,7.195598254,70.53156124,1798.866667,1699.633333,2.5,0.600556,0.454077,48060,27515,9.819371586,107.65,0.8947,87.84,0.6756,69.2,94.463
1/09/13,23226.4,12190,8121.822391,11466.11618,498.5227139,6.0147122,-4.19345003,12.34349045,86.92177187,1425.5,1.546464424,14.96053939,6.953494374,7.205405711,70.67844398,1804.6,1706.9,2.5,0.586712,0.424283,47149,26199,9.818985782,102.33,0.9309,91.13,0.69,71.2,94.486
1/10/13,23254.5,12050,7942.433635,11464.08409,506.4012822,6.0715678,-4,7,87.29382342,1427.8,1.552379277,14.98854719,6.964379603,7.211982397,70.82585404,1816.266667,1716.9,2.5,0.565184,0.440633,46939,26258,9.818599979,96.38,0.949,93.4,0.6923,72.1,94.459
1/11/13,23282.6,11380,7994.322165,11465.13069,486.7646593,6.132559,-3,6,87.66746745,1430.1,1.558316753,15.01660742,6.975281871,7.218565086,70.97357155,1827.933333,1726.9,2.5,0.548777,0.404409,49089,28889,9.818214175,92.72,0.9087,92.94,0.6676,69.8,94.302
1/12/13,23310.7,11930,8045.199782,11471.35993,510.8963776,6.179171,4,7,88.0427108,1432.4,1.564276938,15.04472019,6.986201207,7.225153782,71.12159714,1839.6,1736.9,2.5,0.55179,0.381173,47686,28543,9.817828372,98.42,0.8948,93.95,0.6485,68.9,93.953
1/01/14,23347.9,11610,7941.87537,11483.11644,592.0566096,6.1981592,5,9,88.35047118,1437,1.56411432,15.07281597,7.006190649,7.22684112,71.26094571,1839.6,1736.9,2.5,0.557849,0.433307,41626,25868,9.817828372,97.49,0.8763,89.75,0.6467,67.7,93.439
1/02/14,23385.1,11710,8075.200503,11499.13018,581.5254987,6.1950587,0,7,88.65930736,1439.442857,1.563951718,15.10096421,7.026237287,7.228528851,71.40056731,1839.6,1736.9,2.5,0.553326,0.412893,43651,25867,9.817828372,102.59,0.8947,90.91,0.653,68.9,92.915
1/03/14,23422.3,11720,7978.684492,11517.47821,530.3479923,6.1894434,0,6,88.9692231,1441.885714,1.563789133,15.12916502,7.046341284,7.230216976,71.54046247,1839.6,1736.9,2.5,0.582818,0.414309,47079,30778,9.817828372,101.58,0.9221,94.83,0.6707,71,92.573
1/04/14,23445.1,10810,7994.789624,11535.12656,516.1003524,6.2015861,0,7,89.19722206,1444.328571,1.564376568,15.15751834,7.073864271,7.234710222,71.69550329,1839.6,1736.9,2.5,0.517256,0.387336,39027,25350,9.817828372,99.74,0.9287,95.08,0.6729,71.4,92.483
1/05/14,23467.9,11590,8041.559284,11547.96082,531.963647,6.236801,-1,7,89.42580532,1446.771429,1.564964222,15.18592479,7.101494762,7.23920626,71.85088012,1839.6,1736.9,2.5,0.572519,0.440635,43819,30730,9.817828372,102.71,0.9319,94.66,0.6852,71.5,92.672
1/06/14,23490.7,10380,7994.710443,11554.73087,533.9590677,6.2859392,2,8,89.65497435,1449.214286,1.565552098,15.21438448,7.129233178,7.243705092,72.00659367,1839.6,1736.9,2.5,0.633167,0.410644,53844,36846,9.817828372,105.37,0.942,95.43,0.6906,72,92.96
1/07/14,23520.8,9620,8064.773308,11558.56961,541.1089405,6.3338987,8,11,89.88160532,1454.1,1.561910923,15.24243925,7.166555128,7.250120503,72.17818656,1839.6,1736.9,2.5,0.561612,0.435692,43464,28805,9.817828372,98.17,0.9324,95.79,0.6959,71.5,93.11
1/08/14,23550.9,11790,7986.53205,11563.95937,518.0863248,6.3594443,4,7,90.10880917,1568.6,1.558278216,15.27054576,7.204072461,7.256541597,72.35018836,1839.6,1736.9,2.5,0.535868,0.433611,42658,27543,9.817828372,95.96,0.9349,97.07,0.7096,71.9,93.048
1/09/14,23581,10450,8009.119141,11572.89688,524.7854734,6.3563382,1,5,90.33658734,1683.1,1.554653959,15.2987041,7.241786199,7.262968377,72.52260004,1839.6,1736.9,2.5,0.565617,0.442353,45194,30027,9.817828372,91.16,0.8752,95.73,0.6898,68.9,92.907
1/10/14,23581,10220,8008.36147,11586.768,519.3889697,6.3398057,12,5,90.56424459,1797.6,1.550125718,15.32609747,7.28048652,7.268248571,72.69402598,1839.6,1736.9,2.5,0.544983,0.437246,43126,28835,9.817828372,80.54,0.8805,97.02,0.6995,69.4,92.819
1/11/14,23581,10220,8042.35748,11606.13147,519.0998908,6.3235656,6,2,90.79247556,1912.1,1.545610668,15.35353989,7.319393657,7.273532604,72.86585712,1839.6,1736.9,2.5,0.494457,0.383897,43063,31032,9.817828372,66.15,0.8491,100.43,0.6822,68.2,92.862
1/12/14,23581,11740,8185.4219,11630.38956,530.655484,6.3133783,2,2,91.02128169,1683.1,1.541108768,15.38103145,7.358508715,7.278820478,73.03809444,1839.6,1736.9,2.5,0.570197,0.39435,45051,30666,9.817828372,53.27,0.8202,98.04,0.6746,66.5,93.01
1/01/15,23581,11740,8039.659372,11657.20111,594.806295,6.3069264,2,3,91.02128169,1728.9,1.541108768,15.38103145,7.358508715,7.278820478,73.03809444,1839.6,1736.9,2.5,0.560762,0.385032,39799,27679,9.817828372,48.24,0.7781,91.83,0.6869,63.9,93.213
1/02/15,23581,11740,8189.745453,11682.91277,584.3413357,6.2982475,2,0,91.02128169,1760.96,1.541108768,15.38103145,7.358508715,7.278820478,73.03809444,1839.6,1736.9,2.25,0.519661,0.387138,40775,32039,9.817828372,49.76,0.7792,92.83,0.695,64.1,94.351
1/03/15,23581,11740,8116.022716,11705.91472,559.9327235,6.286805,6,3,91.02128169,1776.532,1.541108768,15.38103145,7.358508715,7.278820478,73.03809444,1839.6,1736.9,2.25,0.519661,0.387138,48185,35503,9.817828372,47.6,0.7634,91.72,0.707,63.3,94.375
1/04/15,23581,11740,8097.152821,11724.99192,534.8461452,6.2800514,6,3,91.02128169,1772.3184,1.541108768,15.38103145,7.358508715,7.278820478,73.03809444,1839.6,1736.9,2,0.519661,0.387138,48185,35503,9.817828372,59.63,0.7981,94.66,0.7198,65.3,94.375
