Date,Population (000s),New arrivals (immigrants) Nos.,Employed - full-time Persons ('000),Employed - Total Persons ('000),Unemployed - looking for full-time work Persons ('000),Unemployment (% ),NAB Business Conditions,NAB Business Confidence,Gross disposable household income (AUD bn),Avg. weekly Earnings; Persons; Full Time; Adult; Ordinary time earnings (AUD),Purchase of vehicles: Chain volume measures (AUD bn),Rent and other dwelling services: Chain volume measures (AUD bn),Recreation and culture: Chain volume measures (AUD bn),Food: Chain volume measures (AUD bn),Final Consumption Expenduture: Chain volume measures (AUD bn),Total Liabilities (including share capital) (AUD bn) ,Total Liabilities - Loans and placements (AUD bn),Interest Rates (%),Total New Vehicle Sales (000),New Motor Cars and station wagons Personal Finance (AUD bn),Used Motor Cars and station wagons (AUD bn),Aust. Passenger vehicles nos.,Aust. Sports utility vehicles nos. ,Average Age of Motor Vehicles (years),Oil Prices (USD / bbl),AUDUSD,AUDJPY,AUDEUR,Trade Weighted Index
1/02/95,0.001083024,-0.071801567,0.011363515,0.003657956,0.009324218,-0.011704724,,,0.003975823,0.004921416,0.015482299,0.002435648,0.006950251,0.00238231,0.003040736,0.007481613,0.008196721,0,0.00124751,0.076598836,0.006634653,0.13278534,0.145505421,0.001634932,0.005437738,-0.024792299,-0.040133779,,-0.029357798
1/03/95,0.001081853,0.029535865,-0.005395457,0.003737437,-0.093069804,-0.010748181,,,0.003975823,0.004897314,0.015482299,0.002435648,0.006950251,0.00238231,0.003040736,0.007426054,0.008130081,0,0.00213858,0.184255899,0.199325836,0.192800853,0.344732824,0.001632264,0.036776636,-0.015551048,-0.095191638,,-0.041587902
1/04/95,0.000989698,0.06420765,0.008785101,0.003688891,-0.053699409,-0.009471977,,,0.005138344,0.004873448,-0.005262724,0.002062853,0.005616946,0.002884181,0.002524001,0.011869066,0.009677419,0,0.002950509,-0.240464332,-0.267397675,-0.267410928,-0.299954587,0.001629603,0.063119457,0.00260989,-0.059765866,,-0.021696252
1/05/95,0.000988719,-0.115532734,-0.000278216,0.00314156,0.027657486,-0.006938555,,,0.005138344,0.004745515,-0.005262725,0.002062853,0.005616946,0.002884181,0.002524001,0.011729843,0.009584665,0,0.001017614,0.296382137,0.33317541,0.435621168,0.381771002,0.001626952,-0.073110893,-0.022057816,-0.026048493,,-0.022177419
1/06/95,0.000987743,0.14658926,0.003021135,0.002484381,-0.025518155,-0.003691393,,,0.005138344,0.004723102,-0.005262724,0.002062853,0.005616946,0.002884181,0.002524001,0.011593849,0.009493671,0,-0.003918452,-0.133091258,-0.036470396,-0.05019281,0.252816901,0.00162431,-0.078877713,-0.007284954,0.01059714,,-0.002061856
1/07/95,0.001060822,0.065822785,0.009337821,0.001977447,-0.023939283,-0.000883824,,,0.005411216,0.004700899,-0.014328867,0.002380061,0.006444192,0.003194073,0.002603599,0.009771987,0.007445141,0,-0.008832644,-0.167324374,-0.042257611,-0.196516273,-0.350946224,0.001621675,0.009195402,0.042760373,0.087050599,,0.053719008
1/08/95,0.001059698,-0.024940618,-0.01241093,0.001688643,0.001950586,0.000264526,,,0.005411216,0.003033575,-0.014328868,0.002380061,0.006444192,0.003194073,0.002603599,0.009677419,0.007390121,0,-0.007844239,0.146279181,0.098564305,0.205433306,0.149538106,0.00161905,0.01594533,0.018270402,0.126167509,,0.056862745
1/09/95,0.001058576,0.004872107,0.016681068,0.001738014,0.029205012,0.00012682,,,0.005411216,0.0030244,-0.014328866,0.002380061,0.006444191,0.003194073,0.002603599,0.009584665,0.007335907,0,-0.006472187,-0.098005117,-0.111756908,-0.13010457,-0.136363636,0.001616434,-0.016816143,0.003455609,0.009109449,,-0.001855288
1/10/95,0.001059302,0.04969697,-0.005605334,0.001759161,-0.02021805,-0.000550394,,,0.006230076,0.003015281,0.000786637,0.002632125,0.00672944,0.001554722,0.0026835,0.010900141,0.011370896,0,-0.000892637,0.070417523,0.024087149,0.031581129,0.072404769,0.001613824,0.005701254,0.002119205,0.037186742,,0.00929368
1/11/95,0.001058182,0.034642032,0.002587854,0.001671519,-0.001001144,-0.000774277,,,0.006230077,0.003464792,0.000786638,0.002632125,0.00672944,0.001554721,0.0026835,0.010782609,0.011243052,0,0.003117515,0.093616493,0.038080347,0.058239992,0.135845987,0.001611224,0.030612245,-0.012820513,-0.014938945,,-0.009208103
1/12/95,0.001057063,0.09375,0.018494379,0.00133384,0.024849591,-0.000579493,,,0.006230077,0.003452828,0.000786637,0.002632125,0.00672944,0.001554721,0.0026835,0.010667584,0.011118051,0,0.005362896,-0.100897451,-0.152628581,-0.033201225,-0.110527572,0.001608633,0.075357536,-0.002543848,0.010945536,,0.001858736
1/01/96,0.00103755,-0.040816327,-0.01487969,0.000939741,0.106577204,-0.00152428,,,0.004724923,0.003440947,0.017123156,0.002663599,0.007872319,-0.000673663,0.002685692,0.008739076,0.00803064,0,0.004844212,0.062650128,0.220356821,-0.199199764,-0.107890499,0.001027654,-0.09258312,-0.000402685,0.042003652,,0.014842301
1/02/96,0.001036475,-0.127659574,-0.000941674,0.000549929,0.010501664,-0.003293721,,,0.004724923,0.002571861,0.017123157,0.002663599,0.007872319,-0.000673662,0.002685692,0.008663366,0.007966662,0,0.006509098,-0.00807298,-0.008611619,0.283450326,0.149819495,0.0010266,0.101465614,0.025245065,-0.000375563,,0.014625229
1/03/96,0.001035402,0.026829268,-0.006288736,0.000340004,-0.075043193,-0.003698349,,,0.004724923,0.002565263,0.017123156,0.002663599,0.007872319,-0.000673663,0.002685692,0.008588957,0.007903697,0,0.006522914,0.040937576,0.00725256,0.020300931,0.100209314,0.001025546,0.09877175,0.020694172,0.039448967,,0.023423423
1/04/96,0.000894953,-0.148456057,-0.002037025,0.000274149,-0.012791964,-0.002307062,,,0.004015165,0.0025587,0.010161626,0.00229846,0.007213787,-0.001660737,0.001916676,0.01305021,0.012546749,0,0.004425352,-0.045209953,-0.079052902,-0.137336142,-0.213317479,0.001024497,-0.012575687,0.007827538,-0.013493976,,0.00528169
1/05/96,0.000894152,-0.117154812,0.00370247,0.000417469,-0.028715221,-0.000229098,,,0.004015165,0.003903318,0.010161628,0.00229846,0.007213787,-0.001660737,0.001916676,0.012882096,0.012391278,0,0.003041699,0.155154143,0.141552419,0.223156866,0.352781137,0.001023447,-0.067924528,0.016424752,0.054714216,,0.028021016
1/06/96,0.000893354,0.153238547,-0.001228925,0.00044383,-0.044175266,0.001823307,,,0.004015166,0.003888141,0.010161626,0.00229846,0.007213787,-0.001660737,0.001916676,0.012718258,0.012239614,0,0.002187058,-0.077069347,-0.122630144,0.023182554,-0.00603352,0.001022402,0.058704453,-0.011649756,0.001389532,,-0.010221465
1/07/96,0.00103339,0.031506849,0.013006602,0.000176438,0.010252742,0.00373752,,,0.004094643,0.003873082,0.003393523,0.001939094,0.004266392,-0.002067216,0.00134644,0.005747126,0.005929543,-0.066666667,-0.000311755,0.032874286,0.078288236,-0.099692121,-0.131519784,0.001021357,-0.023900574,-0.020152091,-0.03966235,,-0.027538726
