Date,Population (000s),New arrivals (immigrants) Nos.,Employed - full-time Persons ('000),Employed - Total Persons ('000),Unemployed - looking for full-time work Persons ('000),Unemployment (% ),NAB Business Conditions,NAB Business Confidence,Gross disposable household income (AUD bn),Avg. weekly Earnings; Persons; Full Time; Adult; Ordinary time earnings (AUD),Purchase of vehicles: Chain volume measures (AUD bn),Rent and other dwelling services: Chain volume measures (AUD bn),Recreation and culture: Chain volume measures (AUD bn),Food: Chain volume measures (AUD bn),Final Consumption Expenduture: Chain volume measures (AUD bn),Total Liabilities (including share capital) (AUD bn) ,Total Liabilities - Loans and placements (AUD bn),Interest Rates (%),Total New Vehicle Sales (000),New Motor Cars and station wagons Personal Finance (AUD bn),Used Motor Cars and station wagons (AUD bn),Aust. Passenger vehicles nos.,Aust. Sports utility vehicles nos. ,Average Age of Motor Vehicles (years),Oil Prices (USD / bbl),AUDUSD,AUDJPY,AUDEUR,Trade Weighted Index
1/01/99,0.001156516,0.074525745,-0.013510831,0.000868144,0.086626327,-0.015758988,1.544495966,-0.27740598,0.004936842,0.0020775,-0.004381561,0.003138044,0.004772256,0.002007132,0.003888166,0.005510321,0.007589798,0,6.07E-05,-0.147531102,-0.03308616,-0.31353754,-0.34750028,-0.000726062,0.058091286,0.023945268,0.035881435,,0.033962264
1/02/99,0.001155181,-0.126103405,0.00066249,0.001044289,-0.004069547,-0.015101132,-0.328206955,0.467780658,0.004936842,0.001126735,-0.00438156,0.003138044,0.004772256,0.002007132,0.003888166,0.005480124,0.007532627,0,0.004324144,0.095336474,0.016414005,0.197150981,0.283339047,-0.000726588,-0.037647059,-0.009704104,0.029025192,0.028695968,0.010948905
1/03/99,0.001153847,0.024531025,-0.002966971,0.001366185,-0.098853841,-0.016174437,0.54600238,-0.147532235,0.004936842,0.001125467,-0.00438156,0.003138044,0.004772256,0.002007132,0.003888166,0.005450256,0.007476311,0,0.006344986,0.193514014,0.131980246,0.272504938,0.404567918,-0.000727118,0.36593317,0.010923695,0.006120277,0.035487288,0.012635379
1/04/99,0.000742299,-0.063380282,-0.000289738,0.001557763,-0.016831558,-0.015413466,0.109395745,-0.061036526,0.007458535,0.001124202,0.002543926,0.003279168,0.003380666,0.004214365,0.003896282,0.013430421,0.012598154,0,0.00363287,-0.128146393,-0.156880166,-0.177372856,-0.2458159,-0.000727646,0.113365155,0.04846655,0.039672044,0.058653026,0.039215686
1/05/99,0.000741749,0.040601504,-0.00452632,0.001625107,-0.02005753,-0.012101058,0.15782019,0.250515087,0.007458536,0.00314423,0.002543926,0.003279168,0.003380666,0.004214365,0.003896282,0.013252435,0.012441414,0,-0.002931674,0.037799313,0.102466188,0.018982792,0.149161518,-0.000728177,-0.097534834,-0.016217035,0.003052658,-0.000966339,-0.005145798
1/06/99,0.000741199,-0.027456647,0.006385422,0.001728709,-0.031860819,-0.008092859,-0.293684412,0.606681769,0.007458535,0.003134375,0.002543926,0.003279168,0.003380665,0.004214365,0.003896282,0.013079105,0.012288528,0,-0.010681068,0.068181573,0.03273251,0.224630173,0.402786921,-0.000728706,0.145486936,0.016176244,0.01014456,0.028373368,0.006896552
1/07/99,0.000981627,0.126300149,0.014546812,0.002131129,-0.067607182,-0.006071139,0.212280074,-0.703137924,0.008064168,0.003124581,0.010703018,0.003281653,0.002983786,0.003934022,0.003227025,0.006688443,0.008647211,0,-0.018817856,-0.031400657,0.014402982,-0.201771441,-0.374110285,-0.000729239,0.064282011,-0.011522135,-0.057368817,-0.047813137,-0.022260274
1/08/99,0.000980664,0.034300792,-0.016085108,0.002367772,0.052313972,-0.004059148,-0.139128282,0.81282817,0.008064168,0.000177991,0.010703018,0.003281653,0.002983786,0.003934022,0.003227025,0.006644005,0.008573077,0,-0.011374349,-0.04459388,-0.010536382,-0.018470907,0.024618845,-0.00072977,0.076960546,-0.021625767,-0.058729525,-0.000493908,-0.019264448
1/09/99,0.000979704,-0.030612245,0.017299523,0.002300875,0.069981154,-0.003993098,0.071411551,0.089062982,0.008064168,0.00017796,0.010703018,0.003281653,0.002983786,0.003934022,0.003227025,0.006600154,0.008500204,0,-0.003360898,0.060551856,0.027047605,-0.032604949,-0.04402976,-0.000730304,0.108548168,0.024612008,-0.017119411,0.011365508,0.017857143
1/10/99,0.000909844,-0.013157895,0.001217308,0.001995881,-0.080027109,-0.004243727,-0.004130518,-0.388504965,0.00186091,0.000177928,-0.006846039,0.002798563,0.002629725,0.001870058,0.002498863,0.011588899,0.011913445,0,0.004109417,-0.011981602,-0.019239244,0.00142511,0.014927277,-0.000730837,-0.112607099,-0.01376989,-0.025766518,-0.003257329,-0.022807018
1/11/99,0.000909017,-0.032,-0.001151059,0.001767133,-0.034166166,-0.005291923,0.30271078,0.325787356,0.00186091,0.005070047,-0.006846039,0.002798563,0.002629725,0.001870058,0.002498863,0.011456135,0.011773186,0.052631579,0.005029835,0.098774446,0.025745414,0.133888335,0.143054683,-0.000731372,0.130574713,-0.010859448,-0.040780142,0.03120915,-0.007181329
1/12/99,0.000908192,0.099173554,0.021592033,0.0018177,0.08684207,-0.006451167,0.279048621,-0.203461627,0.00186091,0.005044471,-0.006846039,0.002798563,0.002629725,0.001870057,0.002498863,0.011326379,0.011636191,0,0.001056885,0.077235116,-0.013695882,0.047168825,0.022874739,-0.000731906,0.041073607,0.025407779,0.031115219,0.027729361,0.019891501
1/01/00,0.001189268,0.251879699,-0.022432577,0.002011529,0.065451866,-0.007492148,-0.294609239,-0.305634258,0.006322314,0.005019152,0.000818331,0.002132674,0.006859515,0.000771937,0.00270398,0.010978485,0.010328638,0,-0.016581791,-0.190900706,-0.05392342,-0.32857257,-0.285345662,-0.000531815,0.0796875,-0.023860508,0.018822826,0.003546099,-0.007092199
1/02/00,0.001187855,-0.275275275,0.005911045,0.00239916,-0.006697881,-0.009444384,-0.139697787,-0.695126049,0.006322314,0.004556008,0.000818332,0.002132674,0.006859515,0.000771938,0.00270398,0.010859267,0.010223048,0.1,-0.016008841,0.202241399,0.125154925,0.283937762,0.293365428,-0.000532099,0.100940666,-0.037449076,-0.007038123,-0.024888616,-0.026785714
1/03/00,0.001186446,-0.009668508,0.000200819,0.003090204,-0.04943146,-0.012257161,0.064473244,3.209935769,0.006322314,0.004535345,0.000818331,0.002132673,0.006859515,0.000771938,0.00270398,0.01074261,0.010119595,0,-0.017633091,-0.009726387,0.054920738,0.099080103,0.053158078,-0.000532381,-0.116003943,-0.014325248,-0.058328411,-0.004726643,-0.025688073
1/04/00,0.000739114,0.087866109,0.001338909,0.003847972,-0.063047439,-0.015814642,-0.234716445,-0.975748551,0.008342587,0.004514869,0.012072124,0.001790569,0.005295168,0.002512145,0.002375892,0.010271774,0.01608986,0,-0.01349078,-0.227660548,-0.246176706,-0.260240761,-0.216037111,-0.000532665,-0.043122677,-0.024112304,-0.013485965,0.026278297,-0.011299435
1/05/00,0.000738568,-0.101282051,-0.002532316,0.004332141,0.022195099,-0.019862109,-0.599919304,-20.79679284,0.008342586,0.003759886,0.012072124,0.001790569,0.005295169,0.002512145,0.002375892,0.010167337,0.015835076,0.090909091,-0.006076058,0.262317347,0.242677506,0.18683918,0.194139194,-0.000532949,0.127039627,-0.029446607,-0.027817517,-0.049668363,-0.020952381
1/06/00,0.000738023,0.042796006,0.009437396,0.003933002,-0.088608247,-0.019735748,3.541561655,-0.786878174,0.008342586,0.003745802,0.012072124,0.001790568,0.005295168,0.002512145,0.002375892,0.010065003,0.015588235,0,-0.001449179,0.075371965,0.038735618,-0.075111058,-0.135441246,-0.000533234,0.120303344,0.043766347,0.033191629,0.019639669,0.036964981
1/07/00,0.00100199,0.127222982,0.016748003,0.002739587,-0.052724157,-0.013830436,-0.974680002,-7.780314661,0.008627419,0.003731823,0.010174049,0.001780808,0.002661308,0.004091294,0.002794569,0.012801882,0.004633652,0,0.141341518,-0.127680553,-0.217839873,0.537035595,0.442958515,-0.000533517,-0.156,-0.02739726,0.007279633,0.003820439,-0.011257036
1/08/00,0.001000987,0.049757282,-0.020903973,0.001216263,0.058192411,-0.006821095,2.020581946,-0.652165635,0.008627418,0.005897436,0.010174049,0.001780808,0.002661308,0.004091294,0.002794569,0.012640065,0.00461228,0.041666667,0.001739258,0.513030141,0.231217157,-0.091415831,0.079723851,-0.000533802,0.207437113,-0.012710409,-0.038491752,0.019663812,-0.009487666
1/09/00,0.000999986,-0.160693642,0.019494674,-5.06E-05,0.018695606,0.002223724,-7.514749658,0.791800499,0.008627418,0.00586286,0.010174049,0.001780808,0.002661308,0.004091294,0.002794569,0.012482289,0.004591105,0,-0.000992136,-0.274445336,-0.161361261,-0.160159881,-0.310326706,-0.000534087,-0.06884058,-0.05480167,-0.042647059,-0.041835148,-0.044061303
1/10/00,0.000960564,0.140495868,-0.008438378,-0.001046789,-0.049796373,0.009406926,0.848849153,0.359651991,0.005845828,0.005828687,-0.004531319,0.001951141,-0.000736334,0.005051279,0.002937046,0.008063441,0.007854899,0,-0.007492223,-0.004334119,0.061267829,0.098771444,0.041910084,-0.000534374,0.060311284,-0.052457206,-0.042328042,-0.00616783,-0.034068136
1/11/00,0.000959643,-0.02173913,-0.003752654,-0.001334359,0.05006616,0.012705777,-0.140595193,-1.084614994,0.005845828,0.001931637,-0.00453132,0.001951141,-0.000736334,0.00505128,0.002937046,0.007998942,0.00779368,0,-0.01264016,0.066374637,0.053963618,0.039627697,0.201487079,-0.000534658,0.034250765,0.015345765,0.036000713,-0.005552834,0.020746888
1/12/00,0.000958722,0.249382716,0.018297414,-0.000727108,0.047744134,0.012767268,0.1030893,7.948727359,0.005845828,0.001927913,-0.004531319,0.001951141,-0.000736334,0.005051279,0.002937046,0.007935467,0.007733408,0,-0.015082192,-0.022838835,-0.10135003,0.062146345,0.053464543,-0.000534944,-0.207569486,0.059881385,0.093583348,-0.020693053,0.048780488
1/01/01,0.001466312,0.160079051,-0.023117999,0.000449203,0.071446734,0.011519157,-0.052189143,-2.268532567,0.003842462,0.001924203,-0.022754152,0.002309493,-0.000599486,0.002877776,0.002309494,0.008003123,0.007883354,0,-0.0157217,-0.04510006,0.103197127,-0.33639233,-0.268104777,-0.000407627,0.069402985,-0.013357401,0.002202297,-0.010900553,-0.009689922
1/02/01,0.001464164,0.001703578,0.007175227,0.001463074,0.078128869,0.012118223,0.0867767,-0.549576295,0.003842462,0.002755511,-0.022754152,0.002309494,-0.000599486,0.002877776,0.002309493,0.007939582,0.007821693,-0.08,-0.014066535,-0.076599528,-0.062942847,0.121188794,0.150263158,-0.000407793,-0.044312631,-0.039517014,-0.041123842,-0.029501526,-0.035225049
1/03/01,0.001462024,-0.326530612,-0.004306616,0.00194655,-0.105912147,0.012904186,-0.090655652,-0.347473828,0.003842462,0.002747939,-0.022754151,0.002309493,-0.000599486,0.002877776,0.002309494,0.007877041,0.007760989,0,-0.011865966,0.199217142,0.102416237,0.152080626,0.247540609,-0.00040796,-0.040160643,-0.068571429,-0.002128008,-0.028825996,-0.038539554
1/04/01,0.000858249,0.078282828,-0.003738688,0.001960159,0.031543459,0.027058055,0.252532376,3.043127905,0.006994961,0.002740409,-0.017230793,0.002470713,0.002090576,0.001100016,0.001930564,0.009022747,0.01083623,-0.130434783,-0.007116708,-0.150394924,-0.150730041,-0.16152651,-0.183843756,-0.000408127,0.08254089,0.040490798,0.033792651,0.026263716,0.037974684
1/05/01,0.000857513,0.117096019,-0.001472711,0.001610567,0.012091959,0.015174021,-0.260691827,1.697347181,0.006994961,0.006169772,-0.017230794,0.002470713,0.002090576,0.001100017,0.001930564,0.008942066,0.010720065,0,-0.000921791,0.15749222,0.199453195,0.12131289,0.128075497,-0.000408292,-0.003162333,0.002358491,-0.035702951,0.049605609,0.00203252
1/06/01,0.000856778,-0.244234801,-0.005297827,0.001242936,-0.003447016,0.015923531,-0.878417184,0.612302194,0.006994961,0.00613194,-0.017230792,0.002470714,0.002090576,0.001100016,0.001930564,0.008862814,0.010606364,0,0.003038353,-0.010638567,-0.116716547,0.112036765,0.024798327,-0.00040846,-0.074726824,-0.004901961,0.035708409,0.002338009,0.00811359
1/07/01,0.000940784,0.095700416,0.006619007,0.00098294,-0.046324323,0.013772323,0.101607324,-0.439909254,0.01199447,0.006094568,0.017570728,0.002592464,0.004681709,0.001979683,0.001837503,0.011878248,0.010165016,0,0.005788689,-0.025136724,0.001220703,-0.058873824,-0.085422741,-0.000408627,0.003809524,-0.006699507,-0.000317763,-0.040486504,-0.018108652
1/08/01,0.0009399,-0.040506329,-0.014553738,0.000735054,0.04682167,0.010442283,0.93208954,0.685303319,0.01199447,0.005041265,0.017570727,0.002592464,0.00468171,0.001979683,0.001837502,0.011738811,0.010062729,0,0.008577871,-0.042255782,0.044112788,-0.029612806,0.068536819,-0.000408794,0.032258065,0.059710375,0.008900191,0.00972391,0.032786885
1/09/01,0.000939017,-0.030343008,0.026729702,0.000753738,0.032463105,0.006595172,-0.940839751,-1.829100638,0.01199447,0.005015978,0.017570728,0.002592465,0.004681709,0.001979683,0.001837502,0.011602611,0.009962479,0,0.014320779,-0.150941556,-0.151550536,-0.102628118,-0.122613365,-0.00040896,-0.138602941,-0.078435043,-0.075456837,-0.074290628,-0.067460317
1/10/01,0.000989872,-0.044897959,-0.011472503,0.001067003,-0.008557775,0.001304218,47.3973096,-0.907548782,0.004341994,0.004990944,0.017881084,0.002742617,0.005977309,0.003922638,0.002844129,0.009498208,0.012234179,-0.1,0.016985465,0.160707684,0.18494118,0.132101249,0.176470588,-0.000409128,-0.09603073,0.026406663,0.049582552,0.034738993,0.036170213
1/11/01,0.000988893,-0.037037037,-0.000372344,0.001430903,-0.034083313,-0.003840028,-0.640187663,-6.671149176,0.004341994,0.004285314,0.017881084,0.002742616,0.005977309,0.003922638,0.002844129,0.009408841,0.012086313,0,0.014776981,0.027061712,-0.004363674,0.042457488,0.081695568,-0.000409296,-0.082152975,0.029091629,0.046753247,0.052603232,0.034907598
1/12/01,0.000987916,0.119822485,0.020358865,0.001572282,0.026877183,-0.010806317,-1.541136714,0.831178712,0.004341994,0.004267028,0.017881084,0.002742617,0.005977309,0.003922638,0.002844129,0.00932114,0.011941978,-0.055555556,0.010872812,-0.105102628,-0.147562967,0.014375921,-0.122016388,-0.000409462,0.020576132,-0.018076923,0.039702233,-0.016885553,-0.003968254
1/01/02,0.001150285,0.054161162,-0.012463156,0.001649601,0.133274523,-0.015779286,0.134072354,-0.05437935,0.000904009,0.004248898,0.014362836,0.002792247,0.010400293,0.00502852,0.004763907,0.012603822,0.015446401,0,0.00722475,0.176252288,0.206299225,-0.174589671,0.033069588,-0.000216981,-0.018145161,-0.005483745,0.005668258,0.021339348,0
1/02/02,0.001148963,-0.137844612,-0.000627361,0.001557927,-0.03137743,-0.018393921,3.493493852,0.326638521,0.000904009,0.003993673,0.014362835,0.002792247,0.010400293,0.00502852,0.004763906,0.012446943,0.015211439,0,0.003241753,-0.032511349,-0.058057156,0.07534126,0.078358209,-0.000217028,0.116016427,0.016935801,0.025363394,0.015287923,0.017928287
1/03/02,0.001147645,0.0625,-0.004398509,0.001408195,-0.111323272,-0.018322779,-0.073695196,-0.093243559,0.000904009,0.003977787,0.014362835,0.002792247,0.010400294,0.00502852,0.004763907,0.012293921,0.014983518,0,-5.85E-05,-0.004428873,-0.002456057,0.047970825,0.04634857,-0.000217074,0.210211592,0.029434547,0.0202517,0.018236574,0.021526419
1/04/02,0.000716241,-0.031463748,-0.004409824,0.001404692,-0.030612891,-0.015454648,0.596559087,0.262540375,-0.002089421,0.003962027,0.001937951,0.002881146,0.009948342,0.004665177,0.004907908,0.018468771,0.013463242,0,-0.00115514,0.060854614,0.006515209,-0.061925582,-0.072317466,-0.000217122,0.037248195,0.01523702,-0.020416844,-0.01823858,-0.001915709
1/05/02,0.000715729,0.031073446,0.006664727,0.001552217,-0.023836502,-0.012440089,0.104280133,-0.111978359,-0.002089422,0.003164928,0.001937952,0.002881146,0.009948342,0.004665176,0.004907907,0.018133861,0.013284391,0.058823529,0.000146389,0.106195186,0.092887059,0.10453724,0.189962477,-0.000217169,-0.072554049,0.05132481,0.017079172,0.012050209,0.026871401
1/06/02,0.000715217,0.120547945,-0.007255699,0.001765623,0.035613653,-0.010923091,-0.284984979,-0.282063287,-0.002089422,0.003154943,0.00193795,0.002881145,0.009948342,0.004665177,0.004907908,0.017810881,0.013110229,0,0.003337188,-0.105411663,-0.1323918,0.057117637,0.048797793,-0.000217216,0.061240616,-0.004582305,-0.039703999,-0.054903258,-0.022429907
1/07/02,0.000918175,-0.072127139,0.01454849,0.002007257,-0.11886158,-0.009347687,0.119603965,-0.790466009,0.002348188,0.00314502,-0.005954912,0.002839084,0.005850213,0.000208078,0.003315228,0.013893308,0.011862194,0.055555556,0.00523713,0.074303414,0.129427761,-0.064723733,-0.076443175,-0.000217264,0.005956813,-0.03009915,-0.029934795,-0.025546807,-0.026768642
1/08/02,0.000917332,0.084321476,-0.010150077,0.002400715,0.049153555,-0.008118264,0.032867399,4.055528596,0.002348188,0.003986685,-0.005954912,0.002839084,0.005850213,0.000208078,0.003315228,0.013702929,0.011723132,0,0.005630696,-0.118016626,-0.01545741,-0.01744224,-0.031903638,-0.000217311,0.07253886,0.009857612,-0.003513596,0.008619142,0.007858546
1/09/02,0.000916492,-0.080194411,0.023021109,0.002994637,0.03376549,-0.008769232,0.332766269,-0.280739507,0.002348188,0.003970855,-0.005954912,0.002839083,0.005850213,0.000208078,0.003315228,0.013517697,0.011587293,0,0.004617871,-0.034699976,-0.063608448,-0.038251851,-0.084993695,-0.000217357,0.050724638,-0.017534346,0.012570903,-0.015488695,-0.007797271
1/10/02,0.000963396,-0.104359313,-0.01436219,0.00350939,-0.089948937,-0.007306884,-0.196059344,-0.16886822,0.007037266,0.003955149,-0.005152628,0.002813859,0.00214918,-0.001692957,0.00194886,0.01038485,0.008823852,0,0.003188922,0.084083332,0.108620611,0.112291455,0.075615583,-0.000217405,-0.106075534,0.018215271,0.027403482,0.013200723,0.017681729
1/11/02,0.000962469,0.063421829,0.00455637,0.003702358,0.032200432,-0.003925739,-0.088275963,0.41098303,0.007037266,0.004245554,-0.005152627,0.002813858,0.00214918,-0.001692957,0.00194886,0.010278114,0.008746672,0,0.00286377,-0.029022512,-0.07350718,-0.02154592,-0.048945076,-0.000217453,-0.012123439,0.013371883,0.01061008,0.007495984,0.007722008
1/12/02,0.000961543,0.00554785,0.024988006,0.00348573,0.048640297,-0.000342549,-0.263283912,-0.454599165,0.007037267,0.004227605,-0.005152627,0.002813859,0.00214918,-0.001692957,0.00194886,0.010173549,0.008670832,0,0.004311945,0.046217401,-0.023562525,-0.040483601,-0.02541764,-0.000217499,0.160282633,0.009629101,-0.020997375,-0.042869796,-0.009578544
1/01/03,0.001210551,0.085517241,-0.01026134,0.002802514,0.132226427,0.002034783,0.266935889,0.144286149,0.006335787,0.004209808,0.007343052,0.002882591,0.00239492,-0.000295308,0.001918759,0.00799763,0.008115756,0,0.007947114,-0.062733446,0.081405433,-0.116998036,-0.001013731,-0.000865113,0.074038462,0.03920876,0.043193327,0.006662965,0.02901354
1/02/03,0.001209088,-0.07115629,0.004086835,0.001641741,-0.012364546,0.002746955,-0.136463777,-0.397753957,0.006335787,0.003436815,0.007343052,0.002882591,0.00239492,-0.000295308,0.001918759,0.007934176,0.008050421,0,0.013596807,0.012710493,-0.037602077,0.091515682,0.007656827,-0.000865862,0.09221128,0.02889191,0.017275842,0.034932892,0.028195489
1/03/03,0.001207627,0.150478796,-0.01524569,0.000415085,-0.047018388,0.002870329,-0.054353691,-0.095551929,0.006335787,0.003425044,0.007343052,0.002882592,0.00239492,-0.000295308,0.001918759,0.00787172,0.007986129,0,0.018326538,-0.133794107,0.049236111,0.142958537,0.140346059,-0.000866613,-0.151912568,-0.002973241,0.010105263,-0.009415527,0.001828154
1/04/03,0.00074708,-0.021403092,-0.002864099,-0.000470682,-0.0557472,0.000522524,0.118098927,1.355312443,0.004513954,0.003413353,0.016960798,0.002946838,0.007076915,0.00148599,0.003796853,0.013595603,0.016992442,0,0.019800492,-0.065438821,-0.095640868,-0.106548346,-0.049213231,-0.000867363,-0.168814433,0.03214049,0.033208281,0.004483501,0.023722628
1/05/03,0.000746523,-0.027946537,0.003764495,-0.000545486,0.007174646,-0.002593679,0.236752313,-0.339389208,0.004513954,0.008373519,0.016960798,0.002946838,0.007076914,0.00148599,0.003796854,0.013413242,0.016708523,0,0.018947058,0.173685326,0.108215688,0.113089099,0.143798024,-0.000868117,0.145736434,0.046869984,0.037923615,-0.019282271,0.028520499
1/06/03,0.000745966,0.18375,-0.006994627,5.81E-05,-0.013117052,-0.006276244,-0.131584111,1.317023484,0.004513954,0.008303985,0.016960797,0.002946838,0.007076915,0.00148599,0.003796853,0.013235708,0.016433937,0,0.015609589,0.040510705,-0.02595562,0.149861016,0.1517053,-0.000868871,0.021312585,0.023305734,0.036408396,0.063171309,0.029462738
1/07/03,0.000890773,0.029567054,0.013904157,0.000914324,-0.060696449,-0.010327559,0.451747136,-0.133378613,0.005494991,0.008235597,0.014065089,0.002927053,0.009686586,0.003634633,0.005601389,0.012923847,0.014134801,0,0.011239156,0.012001173,0.077639237,-0.098728235,-0.16018204,-0.000869627,0.011593243,-0.021726101,-0.020502563,-0.01369863,-0.018518519
1/08/03,0.00088998,0.018461538,-0.009267379,0.001643536,-0.020435049,-0.014486879,0.167350002,0.315858218,0.005494991,0.001932684,0.01406509,0.002927053,0.009686586,0.003634633,0.005601389,0.012758952,0.013937793,0,0.006171733,-0.120865667,-0.086422868,-0.030728863,-0.070294612,-0.000870383,0.033726261,-0.019758003,-0.044160817,0.021701389,-0.017152659
1/09/03,0.000889189,-0.09264854,0.027603583,0.001900165,0.055068054,-0.017298468,-0.092724783,-0.112136038,0.005494992,0.001928956,0.014065089,0.002927053,0.009686586,0.003634633,0.005601389,0.012598212,0.013746202,0,0.00129804,0.074039438,0.053386726,0.037698771,-0.048518184,-0.000871142,-0.07507127,0.06265625,0.007477634,-0.006457094,0.031413613
1/10/03,0.000906942,-0.10099889,-0.010205956,0.00181588,-0.067472955,-0.018441158,0.045024755,0.333202766,0.006430173,0.001925243,0.002993515,0.002891409,0.009157094,0.005969011,0.005677998,0.013957637,0.014416215,0,-0.001601383,0.040675386,0.019003339,0.008328663,0.06281277,-0.000871902,-0.003082192,0.036024114,0.018422797,0.036942022,0.0321489
1/11/03,0.000906121,0.079012346,0.00232762,0.001579131,-0.033606317,-0.018199529,0.206691485,-0.265464779,0.006430173,0.003770575,0.002993516,0.002891409,0.009157095,0.005969011,0.005677998,0.013765503,0.014211341,0,-0.003615255,-0.133686057,-0.129246163,-0.070870065,0.046598474,-0.000872662,0.044658193,0.022707919,0.026808954,-0.002638958,0.018032787
1/12/03,0.0009053,0.038901602,0.020377094,0.001269681,0.049979242,-0.015266848,-0.131825124,0.006954216,0.006430173,0.003756411,0.002993515,0.002891408,0.009157095,0.005969011,0.005677998,0.013578587,0.014012209,0.105263158,-0.004037204,0.153426599,0.074250878,0.027886638,0.031337263,-0.000873425,0.069385071,0.040799334,0.016223067,-0.013891186,0.022544283
1/01/04,0.001124718,0.06277533,-0.010273503,0.001107861,0.093662523,-0.012787064,-0.308357693,-0.052521856,0.00710112,0.003742353,-0.002655134,0.002859944,0.005856453,0.006114532,0.004934071,0.012754665,0.013544945,0,-0.002501411,-0.071930485,0.002726845,-0.182987519,-0.075586643,-0.000894017,0.016297663,0.0192,0.01010227,0.032533959,0.015748031
1/02/04,0.001123454,-0.086010363,-0.00130888,0.001217255,0.026461254,-0.009560434,0.360213797,-0.110694708,0.007101119,0.00261705,-0.002655133,0.002859945,0.005856452,0.006114532,0.004934072,0.012594033,0.013363931,0,-7.72E-05,0.087387589,0.04174935,0.175881125,0.046700838,-0.000894817,0.094099849,0.00837258,0.04247438,0.006659087,0.010852713
1/03/04,0.001122193,0.057823129,-0.003268375,0.001417456,-0.11008902,-0.00577301,0.148354341,0.235744088,0.00710112,0.002610219,-0.002655133,0.002859944,0.005856453,0.006114532,0.004934071,0.012437396,0.013187691,0,0.001646196,0.143392228,0.133009273,0.122232434,0.166342791,-0.000895619,-0.011061947,-0.015438505,-0.063366102,0.000806712,-0.021472393
1/04/04,0.000646758,0.011789925,-0.002549622,0.001471718,-0.005412614,-0.001726655,0.022162558,-0.280719783,0.006828542,0.002603424,0.000579418,0.002940438,0.003745262,0.005194037,0.004237479,0.013067854,0.012709265,0,0.002041524,-0.17822268,-0.162069272,-0.179589786,-0.176874375,-0.000896421,0.045302013,-0.048623007,0.005311077,-0.027406094,-0.026645768
1/05/04,0.00064634,0.026483051,0.000998527,0.001537195,-0.029700281,-0.001258428,-0.073072721,-0.045538655,0.006828542,0.001173834,0.000579418,0.002940439,0.003745262,0.005194037,0.004237479,0.012899288,0.012549766,0,0.002537095,0.038938846,0.029983663,0.047392182,0.218686746,-0.000897226,0.066880685,-0.01066482,-0.016100629,-0.030333168,-0.01610306
1/06/04,0.000645923,0.038183695,0.001219866,0.001738045,-0.005944295,-0.004113262,0.080354185,0.049223191,0.006828541,0.001172458,0.000579418,0.002940439,0.003745262,0.005194038,0.004237479,0.012735015,0.012394222,0,0.004409509,0.15336945,0.086423649,0.262432854,0.194592081,-0.000898031,-0.070962889,-0.035559289,-0.043467144,-0.025299145,-0.032733224
1/07/04,0.000953208,0.013916501,0.010493459,0.002058287,-0.023958519,-0.008814209,-0.124195932,0.035049353,0.005869211,0.001171085,0.008078609,0.002866173,0.003307356,0.001325393,0.002932064,0.011583165,0.010173928,0,0.006718839,-0.014701088,-0.005332683,-0.198339167,-0.196818864,-0.000898839,0.182186235,0.014080418,0.045442395,0.017537706,0.018612521
1/08/04,0.0009523,0.047058824,-0.013407906,0.002433414,-0.032149714,-0.013521009,-0.150200582,-0.110941683,0.005869211,0.003686375,0.00807861,0.002866173,0.003307357,0.001325394,0.002932064,0.011450531,0.010071461,0,0.007963293,-0.038893746,0.017872856,0.041199384,0.032405484,-0.000899647,-0.038356164,0.003578586,-0.017514702,0.000689417,-0.00166113
1/09/04,0.000951394,-0.046816479,0.027126011,0.00287648,0.04200701,-0.01660402,0.003327633,0.418803207,0.005869211,0.003672835,0.00807861,0.002866173,0.003307356,0.001325394,0.002932064,0.011320901,0.009971038,0,0.008978845,-0.009494805,-0.000590975,0.025940924,-0.013078471,-0.000900457,0.178537512,0.019398089,0.029928432,-0.002066827,0.014975042
1/10/04,0.000938817,-0.047151277,-0.008013531,0.00324262,-0.101661091,-0.017859934,0.194319455,-0.037678678,0.006320044,0.003659395,0.007914661,0.00266125,0.004533839,-0.000816578,0.002574968,0.009392371,0.010609971,0,0.008613082,-0.072091472,-0.056920215,0.047664843,-0.054909956,-0.000901269,0.042707494,0.043934518,0.000884397,0.010873317,0.024590164
1/11/04,0.000937936,-0.02371134,0.003944329,0.003559787,0.013239803,-0.014921362,-0.075946835,-0.185449433,0.006320044,0.005258729,0.007914661,0.00266125,0.004533838,-0.000816578,0.002574969,0.009304975,0.010498581,0,0.007467468,0.082562297,0.080188794,0.011436221,0.097073416,-0.000902082,-0.050811437,0.042085511,0.011613229,0.000170736,0.0176
1/12/04,0.000937058,0.085533263,0.018956799,0.003733474,0.049368351,-0.00902964,-0.030277375,0.218856113,0.006320044,0.00523122,0.007914662,0.002661251,0.004533839,-0.000816578,0.002574968,0.009219191,0.010389506,0,0.005785367,-0.141683195,-0.099152781,-0.079696718,-0.062004326,-0.000902896,-0.115611643,0.00192926,-0.001871724,-0.024069648,-0.006289308
