"LagNum","Population (000s)","New arrivals (immigrants) Nos.","Employed - full-time Persons ('000)","Employed - Total Persons ('000)","Unemployed - looking for full-time work Persons ('000)","Unemployment (% )","NAB Business Conditions","NAB Business Confidence","Gross disposable household income (AUD bn)","Avg. weekly Earnings; Persons; Full Time; Adult; Ordinary time earnings (AUD)","Purchase of vehicles: Chain volume measures (AUD bn)","Rent and other dwelling services: Chain volume measures (AUD bn)","Recreation and culture: Chain volume measures (AUD bn)","Food: Chain volume measures (AUD bn)","Final Consumption Expenduture: Chain volume measures (AUD bn)","Total Liabilities (including share capital) (AUD bn) ","Total Liabilities - Loans and placements (AUD bn)","Interest Rates (%)","New Motor Cars and station wagons Personal Finance (AUD bn)","Used Motor Cars and station wagons (AUD bn)","Aust. Passenger vehicles nos.","Aust. Sports utility vehicles nos. ","Average Age of Motor Vehicles (years)","Oil Prices (USD / bbl)","AUDUSD","AUDJPY","AUDEUR","Trade Weighted Index","Total New Vehicle Sales (000)"
1.5,0.0383627719959186,0.0302234479249871,-0.0564338717447347,-0.13592013653218,0.117629982811135,0.0530206522539272,0.00910135183114612,0.0603674966876288,-0.0697815552712802,-0.05986995708434,-0.188298397973953,0.0389223404386795,-0.0888470083533875,-0.059246707415726,-0.110091020738691,-0.0047920313865304,0.0108107385730818,-0.0593201671008615,0.025000658021288,0.0447857371108433,-0.0459307545199032,-0.00747843225538818,-0.0772775510655284,0.0269053880583555,0.0348977573775396,0.0175413237890807,0.0368714680511537,0.0368809199651165,-0.0942738460559409
1.58333333333333,0.0388553499625626,-0.0110551191676776,-0.0210789225439661,-0.174757139246188,-0.0121789321424405,0.0459507873342703,0.0909327776881478,0.0805936506517621,-0.0634967020580686,-0.0217846283837757,-0.143600391407925,0.0309136675915364,-0.0911097919321103,-0.0382134112533859,-0.111438534746599,0.00234641774027279,0.014406864844645,-0.0444343468957899,-0.0393298449074651,-0.0507820098845543,0.0148425149079938,0.00568648840816136,-0.0802389714973663,0.0176489690382409,0.0481394347939453,0.0235113348438568,0.0294607071013605,0.0492932959381335,-0.12728197198383
1.66666666666667,0.0470595425698137,0.0723869621088581,-0.0436347501954921,-0.194511680530626,-0.0614886609834438,0.0439641162855639,0.0256513547768774,0.0172849768595168,-0.0523650759182822,0.00857741782124049,-0.083795232574159,0.0232666285375939,-0.0834003619228494,-0.00573572218216386,-0.104485157772468,0.00283897723828929,0.0143654078227629,-0.0375190031793151,-0.0381061720886253,-0.028180011188141,-0.000709887406904978,0.00206046434000287,-0.0808636592521956,0.00695908985858816,0.0415352367795144,0.00035715422058236,0.0110134380881231,0.0322730249446906,-0.161986104822719
1.75,0.0276929454233609,0.0447696806452281,-0.0361124664644455,-0.184202470428148,0.00563404082011956,0.0457094035429793,0.0782551822088222,0.00772993061038409,-0.0767142400654559,0.021382566212806,-0.0656042172055348,0.0203578468969526,-0.0772221564221439,0.0194221455811274,-0.0898239774340177,0.0265750008803105,-0.00385736698100188,-0.0276081402467911,-0.0157281557661673,-0.0223510157385304,-0.0400169976898622,-0.0212964476476537,-0.0791279189418837,-0.0373222746202564,-0.0154116242883493,-0.0659190261799712,-0.0980258719245173,-0.0422115485237383,-0.177178438407826
1.83333333333333,0.0422168758712592,0.0482288922537865,0.00111853185644067,-0.148556306640452,0.00256950873653234,0.0472902525289514,0.0326915613661752,-0.053241910780202,-0.0816835158236361,0.00394001725157271,-0.00954839878333932,0.015717138139133,-0.0607506184520492,0.0487552570501042,-0.0719524358591166,-0.00434369957264528,-0.0201399734056479,-0.00462274505004091,0.0125302109467562,0.0144049655805825,0.0091440155268825,0.0278813160554612,-0.0750619195521181,-0.0695013315821015,-0.0140808946808165,-0.0468663225306161,-0.0604192004135827,-0.0247189887704389,-0.150853694601063
1.91666666666667,0.0460097428253506,0.0604298702797441,-0.0363083933172167,-0.101543044819465,0.0307242747537525,0.0417068424208211,-0.0240400435689409,-0.0595662950266276,-0.0954012194307143,0.000232710130587318,0.0379556812577348,0.0173662158762922,-0.0407301516756736,0.0740419345339418,-0.0457657011095875,-0.0410532526792156,-0.0398690951529482,-0.0514262648411874,-0.0468140411645309,-0.0697742848479923,0.00642908635727056,0.0106651915136485,-0.0695744997617191,-0.0570687326589114,-0.0709271028577099,-0.0864466426697057,-0.119062336123878,-0.0806483323702859,-0.0899421812382861
2,0.0523393265403597,-0.0199138214180535,0.0351985789520748,-0.0580946528102122,-0.0828182517536504,0.0377395845745486,0.0272028699938158,-0.069263870874914,-0.0530126585088501,0.00533930561973776,0.0495015836160397,0.0183237025966626,-0.0717479540006928,0.0113737050161242,-0.0549293260896577,-0.093076620699123,-0.0621062674568893,-0.0137967599494665,0.0335948352426885,0.0281474071496188,-0.0149882520064918,-0.0098008934916049,-0.062108597252177,-0.074289718000282,-0.0978552984772776,-0.0561762775765756,-0.0153467691163974,-0.0737396638695804,-0.0234993499425539
2.08333333333333,0.0339538199527357,0.0231260546909781,-0.0351261281855976,-0.0239319294063909,0.0345019541502441,0.0379425175474075,0.0224123953351057,0.127081137660609,-0.0540532843867437,0.0257111430842407,0.0914173238458654,0.019268289468121,-0.0494315477116077,0.029391975351608,-0.0170427995916816,-0.105187562207643,-0.0718906703027008,-0.0515753179999517,-0.0245341411683287,-0.019670930547503,0.0025833659043574,0.00687745047396793,-0.0524294545019501,-0.0661157303623983,-0.0684511207048964,-0.0145372762910858,0.084586363859501,-0.0245503513722413,0.0400457416007328
2.16666666666667,0.0111825274553409,-0.0437622507882857,0.0566794247013516,-0.00198507859138921,0.044179173006402,0.0392005403054453,0.0566105056901292,0.0289297270309005,-0.0529296148251689,0.0167659519868371,0.131902340183418,0.00606794058233843,-0.0330396255941646,0.0411922182452166,0.0163649049626287,-0.105393048573418,-0.0818263585876918,-0.0417443008642919,0.0120748757662593,-0.041841495584945,0.000700433128003453,0.00665574796571512,-0.0415200650262222,-0.0640682354765391,-0.0926265348386902,0.00581496500359669,0.0806443908863674,-0.0433159834871532,0.0836282728112665
2.25,-0.00148580661003634,-0.0544191545854239,-0.0497522522375412,0.00415209573323812,-0.0216642156506082,0.0504371117178742,-0.0177106156457271,0.0215732434744957,-0.00141033658205296,-0.0121103869525173,0.17263239841652,-0.0246932489517977,-0.0706850321495172,0.00993140722483148,0.00451189891487117,-0.126489490066062,-0.117405500840524,-0.027345800386821,0.0540657537541675,0.0302587480499,0.0485027984064312,0.0473851490512841,-0.0304319599417053,-0.0895107563889441,-0.069331415406868,0.0122503597955041,0.112849089697134,-0.0285526023065419,0.0982818601721443
